Marathi,Urdu,Hindi,English,History,Science,Geography,Drawing,Sports,Environmental Studies,Math,Computer,Interest,Recommended Career
34,34,62,37,37,69,77,61,45,60,51,35,Geography,Geotechnical Engineer
38,59,38,52,41,67,68,80,49,63,79,85,Computer,Artificial Intelligence (AI) / Machine Learning Engineer
62,37,41,60,45,63,73,37,38,62,48,80,Computer,Artificial Intelligence (AI) / Machine Learning Engineer
56,88,38,30,55,36,68,90,82,35,73,65,Drawing,Concept Artist
45,72,67,80,34,59,44,58,70,84,38,76,Environmental Studies,Environmental Scientist
74,33,71,84,76,70,68,81,71,83,76,79,English,Entertainment and Arts
54,49,32,58,56,56,61,79,44,88,44,81,Environmental Studies,Environmental Scientist
69,78,31,88,76,49,59,66,33,56,61,79,English,Literature and Education
82,60,88,53,53,56,66,49,48,81,79,46,Hindi,Government and Administrative Services
68,88,77,36,33,55,66,86,43,84,59,45,Urdu,Government and Administrative Services
40,39,33,80,86,51,55,88,84,72,64,80,Drawing,Animator
46,72,52,62,45,33,41,86,41,51,31,67,Drawing,Set Designer/Illustrator for Theatre or Film
33,58,37,71,55,73,61,53,33,67,59,49,Science,Agriculture and Food Sciences
63,65,83,77,78,34,45,55,68,54,73,34,Hindi,Media and Journalism
64,56,76,41,44,68,66,62,46,33,71,60,Hindi,Media and Journalism
61,64,82,65,34,39,36,77,70,72,83,88,Computer,Software Developer
64,51,47,57,36,67,34,82,61,49,66,56,Drawing,Animator
56,36,76,42,45,65,37,37,33,34,62,55,Hindi,Entertainment and Arts
66,69,55,41,67,34,53,80,52,54,65,73,Drawing,Fashion Designer
69,74,57,63,87,54,41,51,54,43,62,75,History,Museum Professional
60,33,68,63,38,80,71,67,80,62,30,89,Computer,Artificial Intelligence (AI) / Machine Learning Engineer
63,67,45,52,89,41,45,53,46,46,55,58,History,Cultural Heritage Manager
46,79,48,57,46,51,86,79,47,75,62,76,Geography,Archaeologist
84,56,33,89,40,87,38,30,87,42,48,76,English,Government and Administrative Services
45,60,90,56,76,40,46,76,51,41,85,66,Hindi,Entertainment and Arts
71,40,75,42,69,62,47,45,83,58,43,62,Sports,Fitness Trainer
46,74,69,67,31,80,69,57,78,71,50,44,Science,Research and Development
64,56,62,42,76,55,64,32,39,37,79,59,Math,Architecture
74,48,30,87,51,55,51,69,34,79,78,31,English,Media and Journalism
68,41,64,63,34,82,39,76,45,33,36,54,Science,Education and Academia
88,59,53,61,37,89,83,69,32,40,89,50,Science,Healthcare and Medicine
55,30,30,50,58,42,81,73,44,47,70,36,Geography,Cartographer
57,58,61,40,70,38,42,46,52,60,72,33,Math,Research and Development (R&D)
45,56,30,46,51,48,44,35,83,52,90,58,Math,Mathematics and Actuarial Science
75,40,45,54,83,62,44,40,72,50,53,34,History,Archaeologist
62,42,58,52,88,69,39,87,33,59,37,66,History,Historian
31,80,49,75,71,52,74,32,66,64,84,37,Math,Research and Development (R&D)
36,48,52,45,38,85,80,59,71,47,67,88,Computer,Artificial Intelligence (AI) / Machine Learning Engineer
83,72,34,30,39,66,52,82,85,33,32,74,Sports,Sports Nutritionist/Dietitian
67,69,44,40,52,30,52,34,42,41,35,71,Computer,Artificial Intelligence (AI) / Machine Learning Engineer
47,62,42,34,76,74,41,70,88,57,44,86,Sports,Sports Coach
42,63,71,43,85,62,44,33,61,39,38,72,History,Cultural Heritage Manager
72,54,54,54,68,75,82,53,76,35,62,57,Geography,Archaeologist
38,44,88,89,37,51,34,43,33,31,53,72,English,Government and Administrative Services
76,73,32,81,71,47,80,85,38,68,47,35,Drawing,Storyboard Artist
55,48,42,76,34,47,89,77,55,87,80,68,Geography,Geotechnical Engineer
80,47,76,67,57,39,60,80,86,68,33,81,Sports,Professional Athlete
50,72,48,80,87,43,85,50,79,79,74,67,History,Historian
37,39,66,33,35,89,66,63,69,45,48,47,Science,Allied Healthcare Professions
72,60,36,71,48,86,54,57,59,42,77,82,Science,Healthcare and Medicine
65,86,81,50,43,79,86,31,42,88,70,40,Environmental Studies,Environmental Scientist
62,62,53,89,80,68,56,48,54,33,81,61,English,Government and Administrative Services
60,58,67,46,76,77,42,83,83,45,42,44,Drawing,Graphic Designer
74,75,32,34,66,68,47,87,70,50,65,68,Drawing,Architect
82,40,61,55,66,86,89,41,59,34,70,44,Geography,Disaster Management Specialist
31,53,80,38,32,87,40,82,45,55,86,75,Science,Agriculture and Food Sciences
59,62,34,40,66,50,61,79,85,64,77,88,Computer,Software Developer
52,81,65,52,86,45,43,32,62,77,85,85,History,Genealogist
80,57,67,74,65,42,70,74,57,60,55,47,Marathi,Literature and Education
41,59,86,75,90,59,39,62,60,38,34,64,History,Historian
71,82,57,56,85,51,30,51,70,38,48,74,History,Genealogist
86,74,43,69,74,61,78,31,38,34,87,31,Math,Finance and Investment
49,40,71,68,54,83,50,47,75,71,85,35,Math,Mathematics and Actuarial Science
63,41,41,30,81,66,65,49,81,63,83,54,Math,Engineering
77,85,82,38,88,70,39,86,61,59,59,62,History,Genealogist
69,46,74,88,80,62,47,44,38,66,59,80,English,Entertainment and Arts
55,36,51,67,44,80,58,82,67,60,76,70,Drawing,Fashion Designer
58,63,61,58,89,89,74,36,80,79,41,78,History,Cultural Heritage Manager
31,87,60,34,37,47,84,82,33,78,49,70,Urdu,Entertainment and Arts
69,72,88,81,60,48,50,88,56,88,73,30,Hindi,Media and Journalism
84,58,44,74,35,62,30,64,89,40,46,31,Sports,Sports Coach
79,74,75,59,71,78,45,56,47,84,84,55,Environmental Studies,Environmental Scientist
54,45,79,43,73,79,35,54,70,82,64,30,Environmental Studies,Environmental Scientist
47,49,30,36,79,32,84,46,50,83,71,43,Geography,Environmental Consultant
41,68,73,62,72,67,68,53,71,67,76,65,Math,Architecture
87,30,47,88,53,31,56,79,85,79,44,67,English,Entertainment and Arts
62,44,78,86,68,69,70,48,45,52,59,60,English,Government and Administrative Services
84,75,56,41,52,54,75,78,35,75,76,51,Marathi,Government and Administrative Services
42,87,77,30,47,85,39,72,50,52,85,90,Computer,Artificial Intelligence (AI) / Machine Learning Engineer
90,49,37,90,33,64,38,61,59,41,31,83,Marathi,Entertainment and Arts
67,35,82,61,49,62,83,31,83,55,38,46,Geography,Meteorologist
71,41,47,47,31,87,59,61,33,36,52,38,Science,Interdisciplinary Fields
87,32,74,75,46,44,44,85,51,35,41,38,Marathi,Media and Journalism
89,74,81,65,53,57,79,76,69,71,85,46,Marathi,Media and Journalism
40,37,51,52,35,55,49,58,59,76,90,79,Math,Mathematics and Actuarial Science
74,37,75,55,80,66,34,66,32,68,83,45,Math,Aviation and Aerospace
90,89,79,49,55,32,74,52,85,31,57,82,Marathi,Government and Administrative Services
34,75,74,65,60,32,87,59,32,68,30,62,Geography,Disaster Management Specialist
37,55,76,36,69,63,82,56,54,85,65,86,Computer,Software Developer
52,52,81,43,30,38,61,71,59,89,32,69,Environmental Studies,Environmental Scientist
74,48,52,84,35,64,31,66,39,31,33,59,English,Literature and Education
41,62,89,87,83,52,86,83,59,78,47,53,Hindi,Literature and Education
45,56,60,33,83,69,65,74,50,58,78,33,History,Cultural Heritage Manager
62,60,38,43,84,82,49,31,89,49,34,67,Sports,Professional Athlete
41,83,67,63,54,33,81,76,77,41,57,47,Urdu,Literature and Education
62,53,52,74,74,46,56,33,33,35,73,72,English,Literature and Education
77,47,69,88,61,78,52,45,61,72,35,62,English,Entertainment and Arts
53,32,76,89,31,34,49,65,51,59,46,61,English,Corporate and Business Communication
80,49,55,76,39,83,31,38,76,82,34,40,Science,Education and Academia
31,34,40,40,40,88,81,78,45,70,53,73,Science,Healthcare and Medicine
60,84,77,56,35,81,72,85,43,68,40,74,Drawing,Fashion Designer
58,46,35,48,79,87,33,66,78,81,42,64,Science,Healthcare and Medicine
76,32,65,74,58,69,59,46,57,64,57,70,Marathi,Literature and Education
53,61,90,44,76,57,53,58,61,80,63,37,Hindi,Entertainment and Arts
53,31,31,59,53,77,47,78,56,49,62,48,Drawing,Comic Artist/Cartoonist
45,62,58,36,51,60,41,70,33,42,52,44,Drawing,Concept Artist
78,65,57,65,30,62,89,39,68,47,42,60,Geography,Cartographer
42,31,34,57,45,50,71,31,86,44,89,82,Math,Engineering
55,37,78,66,49,33,47,59,45,39,32,83,Computer,Artificial Intelligence (AI) / Machine Learning Engineer
45,36,34,69,31,58,68,41,66,65,35,47,English,Government and Administrative Services
81,52,86,75,84,69,62,56,55,50,44,32,Hindi,Literature and Education
40,52,75,71,47,44,87,57,40,88,62,47,Environmental Studies,Environmental Scientist
77,62,37,57,90,44,40,81,69,85,71,82,History,Historian
90,90,66,80,90,54,64,61,46,30,89,62,Marathi,Media and Journalism
59,85,61,37,58,81,59,87,38,56,82,54,Drawing,Fine Artist
70,56,42,77,69,66,35,64,47,43,35,79,Computer,Software Developer
44,76,81,72,90,87,78,46,88,76,36,50,History,Archaeologist
55,86,77,87,42,59,64,77,75,75,70,60,English,Government and Administrative Services
32,54,90,68,59,37,65,53,56,78,51,62,Hindi,Entertainment and Arts
40,31,30,34,89,65,58,67,55,49,82,39,History,Documentary Filmmaker
74,61,36,81,79,74,79,36,45,54,65,42,English,Media and Journalism
68,31,35,54,56,55,58,57,87,61,53,37,Sports,Physical Therapist
54,84,74,45,85,60,54,69,70,68,58,64,History,Genealogist
72,60,42,53,37,47,54,36,51,88,33,75,Environmental Studies,Environmental Scientist
74,68,32,70,56,78,65,56,80,66,81,75,Math,Engineering
35,90,76,86,74,45,42,59,85,89,53,55,Urdu,Government and Administrative Services
65,34,61,30,57,77,47,38,84,42,82,53,Sports,Sports Coach
72,37,41,62,76,47,46,61,60,50,89,30,Math,Research and Development (R&D)
61,90,44,79,57,69,56,82,67,39,34,34,Urdu,Entertainment and Arts
58,78,86,52,76,87,58,74,49,76,69,65,Science,Education and Academia
45,55,44,71,44,48,51,47,78,36,88,56,Math,Architecture
70,76,74,54,87,53,37,32,30,41,42,30,History,Cultural Heritage Manager
81,72,63,61,76,76,66,31,50,36,33,82,Computer,Artificial Intelligence (AI) / Machine Learning Engineer
79,83,30,40,87,38,60,35,42,75,84,60,History,Cultural Heritage Manager
56,64,59,64,62,59,84,43,89,89,52,65,Sports,Sports Nutritionist/Dietitian
35,50,60,78,81,30,52,46,70,63,78,43,History,Documentary Filmmaker
66,61,45,35,75,66,45,43,81,53,59,47,Sports,Fitness Trainer
80,88,82,57,88,53,63,69,39,30,36,38,Urdu,Government and Administrative Services
73,63,40,59,76,52,38,34,39,30,49,56,History,Historian
32,77,37,72,88,56,59,53,48,49,69,73,History,Cultural Heritage Manager
32,72,55,82,74,74,71,39,88,78,64,88,Sports,Sports Coach
86,44,52,62,48,33,43,73,67,30,90,30,Math,Engineering
80,46,54,60,84,35,44,72,72,40,51,34,History,Historian
71,56,30,66,47,32,58,80,35,90,69,32,Environmental Studies,Environmental Scientist
68,56,69,66,32,37,33,55,88,81,86,34,Sports,Sports Nutritionist/Dietitian
74,69,89,46,75,48,35,85,75,59,48,83,Hindi,Literature and Education
47,85,71,90,41,48,66,40,82,65,58,87,English,Government and Administrative Services
73,51,68,46,31,80,86,61,86,82,75,60,Geography,Geotechnical Engineer
43,73,43,74,67,67,84,38,30,56,33,64,Geography,Cartographer
80,85,46,73,42,69,41,44,34,30,47,54,Urdu,Entertainment and Arts
70,40,57,34,57,56,38,48,47,49,45,54,Marathi,Media and Journalism
64,59,73,31,51,57,80,89,88,36,67,49,Drawing,Concept Artist
37,83,44,55,68,72,79,87,31,67,54,43,Drawing,Storyboard Artist
74,31,36,81,72,79,76,55,58,56,82,61,Math,Research and Development (R&D)
79,44,90,58,66,86,76,66,40,76,61,40,Hindi,Government and Administrative Services
32,63,37,46,53,70,81,64,53,45,35,76,Geography,Geotechnical Engineer
82,72,61,34,65,69,40,32,69,62,47,61,Marathi,Media and Journalism
47,56,74,42,70,63,54,85,35,64,66,36,Drawing,Set Designer/Illustrator for Theatre or Film
58,46,51,74,88,48,87,52,74,64,49,80,History,Museum Professional
75,39,75,82,75,87,77,35,82,81,65,51,Science,Interdisciplinary Fields
49,40,75,48,88,46,38,47,35,71,78,52,History,Historian
44,75,82,73,35,65,39,36,71,84,61,43,Environmental Studies,Environmental Scientist
81,43,46,58,51,57,40,65,89,59,90,48,Math,Engineering
54,79,44,77,62,74,33,75,61,71,54,85,Computer,Software Developer
30,62,55,42,34,30,67,54,59,30,42,77,Computer,Software Developer
87,85,71,45,45,79,90,84,88,74,59,31,Geography,Geologist
85,83,60,52,45,78,35,81,75,81,43,57,Marathi,Literature and Education
34,58,47,38,38,86,32,69,46,59,68,48,Science,Research and Development
47,46,47,77,61,80,79,72,82,44,56,42,Sports,Sports Nutritionist/Dietitian
77,78,51,57,65,62,32,53,51,37,88,56,Math,Finance and Investment
71,47,64,72,44,80,84,35,55,78,84,81,Geography,Urban and Regional Planner
32,46,30,65,43,43,83,85,84,47,43,57,Drawing,Fine Artist
82,73,65,38,79,46,77,68,80,41,53,43,Marathi,Literature and Education
66,59,57,65,38,80,32,88,82,87,56,54,Drawing,Set Designer/Illustrator for Theatre or Film
74,46,68,57,71,44,87,30,42,70,53,88,Computer,Software Developer
59,45,89,72,59,72,76,57,54,47,31,31,Hindi,Media and Journalism
64,54,69,38,78,62,39,70,38,67,40,76,History,Cultural Heritage Manager
76,88,38,44,90,52,36,46,46,82,77,56,History,Museum Professional
30,33,70,67,82,33,46,76,90,43,36,34,Sports,Professional Athlete
59,87,73,61,90,89,76,52,58,79,72,57,History,Genealogist
82,85,47,77,87,60,49,38,72,42,66,34,History,Historian
76,38,40,57,58,84,48,62,82,70,76,90,Computer,Artificial Intelligence (AI) / Machine Learning Engineer
66,64,69,36,71,69,47,31,34,31,39,30,History,Genealogist
73,75,59,79,59,34,58,61,48,48,68,76,English,Literature and Education
39,85,53,51,43,42,71,90,53,82,41,89,Drawing,Storyboard Artist
62,57,42,78,86,48,81,88,58,73,52,66,Drawing,Comic Artist/Cartoonist
79,56,51,72,40,63,63,61,75,64,42,88,Computer,Artificial Intelligence (AI) / Machine Learning Engineer
80,49,67,65,56,69,34,85,80,75,33,51,Drawing,Fashion Designer
37,90,33,41,40,32,83,42,47,61,62,68,Urdu,Entertainment and Arts
59,73,84,49,55,76,65,47,54,30,52,41,Hindi,Literature and Education
86,50,75,63,74,30,82,88,40,57,68,55,Drawing,Concept Artist
75,55,51,77,31,62,90,65,52,36,57,78,Geography,Cartographer
41,88,75,51,41,85,63,59,65,49,35,50,Urdu,Government and Administrative Services
72,37,78,36,33,61,48,90,34,83,66,87,Drawing,Fashion Designer
57,34,55,73,90,53,49,55,69,87,88,64,History,Documentary Filmmaker
39,60,48,37,40,61,82,82,41,87,42,30,Environmental Studies,Environmental Scientist
56,79,89,78,78,31,45,59,66,38,88,36,Hindi,Government and Administrative Services
30,46,76,62,45,44,80,39,39,63,38,49,Geography,Geographic Information Systems (GIS) Specialist
50,43,70,46,57,79,35,48,45,50,37,87,Computer,Software Developer
72,64,48,76,56,86,48,85,54,70,79,36,Science,Agriculture and Food Sciences
68,67,48,58,58,67,90,38,42,58,59,52,Geography,Geologist
61,84,87,72,80,90,46,78,30,34,77,39,Science,Interdisciplinary Fields
38,56,38,49,54,38,68,82,37,50,31,50,Drawing,Architect
64,35,46,42,49,63,62,76,72,59,33,81,Computer,Artificial Intelligence (AI) / Machine Learning Engineer
66,40,31,80,63,32,57,76,82,87,62,74,Environmental Studies,Environmental Scientist
85,74,70,69,45,61,30,38,38,48,59,33,Marathi,Literature and Education
86,72,60,33,82,69,71,47,65,57,35,34,Marathi,Media and Journalism
63,81,60,33,67,74,61,66,44,42,52,51,Urdu,Government and Administrative Services
31,42,61,59,60,49,55,73,68,44,33,37,Drawing,Fashion Designer
44,56,46,35,38,67,90,62,87,46,65,74,Geography,Geologist
78,57,67,51,40,38,45,57,62,44,34,70,Marathi,Entertainment and Arts
90,74,33,83,31,72,54,77,56,53,34,72,Marathi,Entertainment and Arts
30,75,68,53,88,53,90,54,55,74,72,48,Geography,Geotechnical Engineer
64,86,89,47,30,76,66,82,51,55,66,56,Hindi,Entertainment and Arts
35,82,43,50,51,72,88,73,65,61,33,81,Geography,Environmental Consultant
90,55,78,82,36,35,66,72,90,40,77,31,Marathi,Media and Journalism
77,51,70,70,66,57,40,43,41,80,57,30,Environmental Studies,Environmental Scientist
48,83,55,63,65,72,73,54,74,83,47,51,Urdu,Entertainment and Arts
88,67,76,55,48,30,74,50,49,38,33,49,Marathi,Media and Journalism
66,40,55,33,59,71,57,75,76,52,65,40,Sports,Fitness Trainer
46,88,79,58,33,51,33,46,79,35,81,37,Urdu,Government and Administrative Services
79,82,42,30,36,56,79,79,76,84,64,63,Environmental Studies,Environmental Scientist
60,51,86,52,48,47,37,62,72,65,34,31,Hindi,Entertainment and Arts
88,75,61,57,66,47,55,50,68,61,45,66,Marathi,Government and Administrative Services
45,79,71,56,53,60,67,87,89,33,54,66,Sports,Sports Nutritionist/Dietitian
67,40,49,56,65,77,68,68,36,33,51,80,Computer,Artificial Intelligence (AI) / Machine Learning Engineer
67,86,46,89,46,36,54,84,76,38,77,86,English,Media and Journalism
56,70,72,33,55,58,32,81,73,70,83,39,Math,Mathematics and Actuarial Science
46,41,58,48,68,42,56,59,42,70,58,53,Environmental Studies,Environmental Scientist
77,55,51,33,60,85,76,73,40,46,35,44,Science,Agriculture and Food Sciences
47,48,75,32,87,81,87,32,56,46,34,90,Computer,Software Developer
36,71,34,87,39,58,47,85,36,60,39,30,English,Entertainment and Arts
34,35,69,61,32,55,56,60,51,67,54,45,Hindi,Literature and Education
43,61,48,47,34,62,72,56,70,76,81,61,Math,Research and Development (R&D)
38,81,52,82,53,46,70,38,51,66,86,34,Math,Finance and Investment
72,77,43,82,32,72,57,87,57,65,78,31,Drawing,Fine Artist
90,72,69,45,71,64,53,79,57,60,77,49,Marathi,Media and Journalism
86,45,33,32,83,84,71,83,77,72,45,38,Marathi,Entertainment and Arts
73,58,33,67,31,84,61,82,34,65,90,54,Math,Finance and Investment
83,67,32,59,45,80,31,56,81,54,70,80,Marathi,Literature and Education
30,62,51,85,78,68,69,65,86,79,46,56,Sports,Sports Nutritionist/Dietitian
54,40,36,64,35,31,66,35,66,62,72,73,Computer,Software Developer
89,53,90,83,56,72,85,50,79,85,60,56,Hindi,Media and Journalism
70,31,30,85,89,73,70,79,70,37,72,49,History,Documentary Filmmaker
79,68,30,30,60,78,34,80,42,53,70,44,Drawing,Concept Artist
58,74,52,54,79,59,58,72,82,56,49,44,Sports,Sports Coach
81,70,45,51,33,75,40,74,88,77,37,46,Sports,Physical Therapist
87,57,49,82,35,46,88,61,48,82,78,69,Geography,Geospatial Analyst
81,50,49,79,44,90,43,76,35,51,82,88,Science,Healthcare and Medicine
66,69,35,55,67,30,71,52,68,60,85,55,Math,Architecture
68,54,47,62,79,59,46,70,69,74,65,87,Computer,Software Developer
54,72,88,65,53,83,67,66,76,87,75,63,Hindi,Media and Journalism
58,67,32,83,34,85,41,30,69,80,45,71,Science,Research and Development
39,51,45,88,86,75,89,82,76,36,72,78,Geography,Cartographer
48,89,37,55,53,87,68,62,89,43,87,85,Urdu,Government and Administrative Services
66,31,36,74,37,86,83,67,82,74,52,49,Science,Education and Academia
81,76,71,38,46,31,46,36,43,86,74,33,Environmental Studies,Environmental Scientist
88,70,42,44,31,59,60,59,31,44,30,38,Marathi,Government and Administrative Services
84,60,32,73,36,49,51,82,71,33,53,46,Marathi,Media and Journalism
48,56,46,36,41,31,85,76,46,44,79,36,Geography,Disaster Management Specialist
67,43,61,52,34,60,48,31,38,67,58,31,Marathi,Government and Administrative Services
34,86,57,73,60,56,79,78,49,68,44,87,Computer,Artificial Intelligence (AI) / Machine Learning Engineer
47,47,75,37,56,89,90,69,42,62,72,61,Geography,Geographic Information Systems (GIS) Specialist
88,76,54,66,76,68,67,32,75,70,74,89,Computer,Artificial Intelligence (AI) / Machine Learning Engineer
60,43,77,45,62,36,39,58,38,60,79,42,Math,Aviation and Aerospace
87,65,79,31,32,40,61,36,43,87,78,55,Marathi,Literature and Education
71,54,76,41,37,30,49,79,90,67,70,47,Sports,Professional Athlete
31,83,86,34,32,30,84,53,32,36,76,47,Hindi,Entertainment and Arts
42,49,51,74,47,65,73,46,63,74,49,75,Computer,Artificial Intelligence (AI) / Machine Learning Engineer
83,89,88,78,79,81,41,86,49,79,72,48,Urdu,Government and Administrative Services
65,86,60,52,84,31,65,36,31,89,85,86,Environmental Studies,Environmental Scientist
81,75,61,82,52,84,57,55,82,76,50,61,Science,Healthcare and Medicine
65,89,68,70,58,39,32,90,64,89,54,69,Drawing,Graphic Designer
90,38,50,74,64,64,53,62,86,62,90,50,Marathi,Government and Administrative Services
52,35,54,60,71,30,77,37,83,71,76,88,Computer,Artificial Intelligence (AI) / Machine Learning Engineer
